id,text,timestamp,source,companies,url
1019367325127061500,U.S. pays Trump's Scotland golf resort $77000 ahead of visit https://t.co/L64CQnN2oL,Tue Jul 17 23:44:43 +0000 2018,Reuters,USB,https://reut.rs/2L2aIX8
1019367656955228200,Chart: Amazon Prime Day depresses retailer foot traffic $AMZN https://t.co/pGEQeOY09t by @melodyhahm https://t.co/kj3kE82fob,Tue Jul 17 23:46:03 +0000 2018,YahooFinance,AMZN-A,https://yhoo.it/2KV2sbA
1019367399244615700,3 things to watch when Microsoft reports earnings on Thursday via @EricJhonsa https://t.co/uJGkckrHvx,Tue Jul 17 23:45:01 +0000 2018,jimcramer,MSFT,http://bit.ly/2NoVnwx
1019370135977644000,Altria the maker of Marlboros for the U.S. market thinks low-nicotine cigarettes could lead to about a million lo… https://t.co/c9IB7nNuwz,Tue Jul 17 23:55:54 +0000 2018,business,MO-USB,https://twitter.com/i/web/status/1019370135977644033
1019372379741532200,CSX profit tops Wall St target on cost cuts pricing power https://t.co/O6zSQVi6On https://t.co/iFae6e2Mb7,Wed Jul 18 00:04:49 +0000 2018,Reuters,CSX-TGT,https://reut.rs/2NnJVRK
1008805094295470100,Read our latest letter to $SD stockholders (including other important information) here: https://t.co/RwWO3usekb,Mon Jun 18 20:14:11 +0000 2018,Carl_C_Icahn,S,http://carlicahn.com/open-letter-to-sandridge-energy-stockholders-9/
1019373197572165600,Buy Microsoft not IBM — and find the winners in six other sectors https://t.co/dtjFCdyW4r via @JeffReevesIP https://t.co/RZPChfk8Om,Wed Jul 18 00:08:03 +0000 2018,MarketWatch,MSFT,https://on.mktw.net/2uvztkh
1008805094295470100,Read our latest letter to $SD stockholders (including other important information) here: https://t.co/RwWO3usekb,Mon Jun 18 20:14:11 +0000 2018,Carl_C_Icahn,S,http://carlicahn.com/open-letter-to-sandridge-energy-stockholders-9/
967109381098758100,New time: Janet Yellen and I in conversation at Brookings on Feb. 27 at 2 PM EST. Join us online or on Facebook Liv… https://t.co/hDg7X5Rc5P,Fri Feb 23 18:50:19 +0000 2018,benbernanke,FB,https://twitter.com/i/web/status/967109381098758144
1019373942778232800,RT @ReutersPolitics: More than half of Americans disapprove of the way President Trump is handling relations with Russia in latest Reuters/…,Wed Jul 18 00:11:01 +0000 2018,Reuters,AIG,undefined
1019374956818387000,Exclusive: Launch date price and first fights for 'Netflix of sports' DAZN https://t.co/qDza6I1ldq by… https://t.co/kxJwXPznGy,Wed Jul 18 00:15:03 +0000 2018,YahooFinance,NFLX,https://yhoo.it/2uK58Om
1019367399244615700,3 things to watch when Microsoft reports earnings on Thursday via @EricJhonsa https://t.co/uJGkckrHvx,Tue Jul 17 23:45:01 +0000 2018,jimcramer,MSFT,http://bit.ly/2NoVnwx
1019321512963211300,This year’s winners of the U.S. Morgan Stanley Strategy Challenge pro bono program believe that giving back to the… https://t.co/jxMKQk4722,Tue Jul 17 20:42:41 +0000 2018,MorganStanley,MS-USB,https://twitter.com/i/web/status/1019321512963211267
1019373197572165600,Buy Microsoft not IBM — and find the winners in six other sectors https://t.co/dtjFCdyW4r via @JeffReevesIP https://t.co/RZPChfk8Om,Wed Jul 18 00:08:03 +0000 2018,MarketWatch,MSFT,https://on.mktw.net/2uvztkh
1008805094295470100,Read our latest letter to $SD stockholders (including other important information) here: https://t.co/RwWO3usekb,Mon Jun 18 20:14:11 +0000 2018,Carl_C_Icahn,S,http://carlicahn.com/open-letter-to-sandridge-energy-stockholders-9/
967109381098758100,New time: Janet Yellen and I in conversation at Brookings on Feb. 27 at 2 PM EST. Join us online or on Facebook Liv… https://t.co/hDg7X5Rc5P,Fri Feb 23 18:50:19 +0000 2018,benbernanke,FB,https://twitter.com/i/web/status/967109381098758144
1019376334378864600,Nicaraguan police surround attack anti-government stronghold https://t.co/9tDpMStSdR https://t.co/RTVPHndhPG,Wed Jul 18 00:20:31 +0000 2018,Reuters,HPQ,https://reut.rs/2NZsI27
1019376539677253600,Undercover report shows the Facebook moderation sausage being made https://t.co/YsUMXiEg0S https://t.co/jzbg9V3ESE,Wed Jul 18 00:21:20 +0000 2018,TechCrunch,FB,https://tcrn.ch/2NprDQg
1019384783636435000,Amazon Prime Day U.S. sales bigger than last year despite site issues https://t.co/XvTtwJbWNv,Wed Jul 18 00:54:06 +0000 2018,TechCrunch,AMZN-USB,https://tcrn.ch/2L2VUHX
1019399006949138400,BHP climbs more than 3% on new forecast for iron ore output https://t.co/O25x9HPpRr,Wed Jul 18 01:50:37 +0000 2018,FT,HPQ,https://on.ft.com/2Nl2qX5
1019397162462076900,RT @BrianSozzi: You made our infographic @lloydblankfein https://t.co/aizKftAAeJ $GS h/t @AnneSraders https://t.co/6G11WD4jJT,Wed Jul 18 01:43:17 +0000 2018,TheStreet,GS,https://bit.ly/2NYPtU2
1019398737888727000,Bitcoin surges after breaking back through $7000 level https://t.co/2P3AzyzeTd https://t.co/btxCNr1Vh1,Wed Jul 18 01:49:33 +0000 2018,business,BTC,https://bloom.bg/2L0vo1P
1019385339222286300,Respect to ⁦@elonmusk⁩ and Gene. We all mean this well and with love. ⁦@LoupVentures⁩ #Tesla $tsla  https://t.co/4XYzBTvyt4,Wed Jul 18 00:56:18 +0000 2018,GerberKawasaki,TSLA-T,https://loupventures.com/an-open-letter-to-elon-musk/
1019398956940513300,U.S. grand jury indicts woman on charges of being Russian agent https://t.co/yeN9OKNwIH https://t.co/sFlcX1WWcj,Wed Jul 18 01:50:25 +0000 2018,Reuters,USB,https://reut.rs/2Nl2qGz
1019400819228020700,“Lot of crow eating around here.” Sandy Munro #TeslaModel3 analysis. $tsla #tesla  https://t.co/XuRORrgXI7,Wed Jul 18 01:57:49 +0000 2018,GerberKawasaki,TSLA-T,http://www.autoline.tv/journal/?p=56164
1019401367683625000,NBA's Nuggets welcome Thomas to 'explosive core' and more U.S. sports headlines https://t.co/RVryAQdPqd https://t.co/cxwfeL2MWl,Wed Jul 18 02:00:00 +0000 2018,Reuters,USB,https://reut.rs/2L09coy
1019401895268495400,After the worst mass shooting in modern U.S. history took place at one of its Las Vegas hotels MGM is suing to pre… https://t.co/Bbf3TlGJfH,Wed Jul 18 02:02:06 +0000 2018,nytimes,USB,https://twitter.com/i/web/status/1019401895268495360
1019404013421367300,Oil prices fall after surprise rise in U.S. inventories https://t.co/V3BFAax9Ec https://t.co/dR1XMZxwI3,Wed Jul 18 02:10:31 +0000 2018,Reuters,USB,https://reut.rs/2NrAfpB
1019408473149370400,Medical errors may kill as many as 98000 Americans a year https://t.co/Pde3HYQUzm,Wed Jul 18 02:28:14 +0000 2018,TheEconomist,AIG,https://econ.st/2L4uWj1
1019409116052144100,Former U.S. leader Barack Obama says borders not an "excuse for immigration policies based on race ethnicity or re… https://t.co/JOEykvKEMO,Wed Jul 18 02:30:47 +0000 2018,business,USB,https://twitter.com/i/web/status/1019409116052144128
